AccountID,avg_amount,amount_std,transaction_count,avg_login,dbscan_risk,lof_risk,preferred_type,risk_score,ml_risk_score,final_risk_score,retention_segment,recommended_action,recommended_offer,communication_plan,expected_uplift
AC00143,254.74692307692308,109.22973552598634,13,1.0,0.0,0.0,Debit,2140.4566840995703,0.0,1070.2283420497852,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00144,200.62055555555557,169.2938693678999,18,1.3333333333333333,0.0,0.05555555555555555,Debit,1886.8793465476879,0.027777777777777776,943.4535621627329,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00145,234.45666666666668,161.61424354044888,12,2.0,0.0,0.0,Debit,3157.627805726726,0.0,1578.813902863363,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00146,574.9016666666666,591.0755736592967,6,1.0,0.0,0.0,Credit,56635.04596460663,0.0,28317.522982303315,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00147,124.28400000000002,104.41533010051734,10,1.0,0.0,0.1,Debit,1297.715358849734,0.05,648.882679424867,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00148,458.21999999999997,413.1062662978443,12,1.0,0.0,0.08333333333333333,Debit,15774.461464044729,0.041666666666666664,7887.2515653556975,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00149,324.15923076923076,379.3238977765031,13,1.2307692307692308,0.0,0.0,Debit,9458.564112081036,0.0,4729.282056040518,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00150,198.856875,241.1206677915645,16,1.375,0.0,0.0,Debit,2996.781218635153,0.0,1498.3906093175765,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00151,277.69,86.64404758446008,12,1.0,0.0,0.0,Credit,2005.0152973927852,0.0,1002.5076486963926,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00152,311.20769230769235,258.43971825017684,13,1.0,0.0,0.0,Debit,6186.801702345079,0.0,3093.4008511725397,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00153,254.71823529411765,266.4507795830989,17,1.3529411764705883,0.0,0.0,Debit,3992.345198576686,0.0,1996.172599288343,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00154,143.92999999999998,173.92620662223388,9,1.0,0.0,0.0,Debit,2781.4662375190983,0.0,1390.7331187595491,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00155,297.51642857142855,193.7726712336726,14,1.0,0.0,0.0,Debit,4117.896355877965,0.0,2058.9481779389826,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00156,362.26071428571424,377.5617060818676,14,1.0,0.0,0.0,Debit,9769.697397318063,0.0,4884.8486986590315,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00157,224.48466666666667,106.6447442859212,15,1.0,0.0,0.0,Credit,1596.007218451314,0.0,798.003609225657,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00158,338.4542105263158,185.20629390900507,19,1.0,0.0,0.05263157894736842,Debit,3299.1498258066995,0.02631578947368421,1649.5880707980866,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00159,260.92266666666666,130.18217424970652,15,1.0,0.0,0.0,Credit,2264.4985195466384,0.0,1132.2492597733192,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00160,525.87,307.3031071542666,4,1.0,0.0,0.0,Debit,40400.36113971326,0.0,20200.18056985663,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00161,359.42400000000004,348.1996553766882,10,2.2,0.0,0.1,Debit,12515.130041898077,0.05,6257.590020949038,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00162,44.875,15.718983745776955,2,1.0,0.0,0.0,Debit,352.69452144860963,0.0,176.34726072430482,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00163,288.95,87.26187197166928,3,1.0,0.0,0.0,Debit,8404.769833814667,0.0,4202.384916907334,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00164,533.678,225.82893244420407,10,1.0,0.0,0.0,Debit,12051.992095696585,0.0,6025.996047848293,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00165,415.6763157894737,335.83339176526414,19,1.0,0.0,0.0,Debit,7347.262087410834,0.0,3673.631043705417,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00166,227.71333333333334,177.49624438195016,12,1.0,0.0,0.16666666666666666,Debit,3368.18817451447,0.08333333333333333,1684.1357539239018,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00167,360.76545454545453,154.4434350410296,11,1.0,0.0,0.09090909090909091,Debit,5065.259179898114,0.045454545454545456,2532.6523172217844,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00168,75.00999999999999,3.9880822458921332,2,1.0,0.0,0.0,Credit,149.5729498457095,0.0,74.78647492285475,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00169,64.5925,47.98506460347844,4,4.0,0.0,0.0,Debit,774.8686276328884,0.0,387.4343138164442,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00170,210.58315789473687,352.5492491845427,19,1.4210526315789473,0.0,0.0,Debit,3907.417384172742,0.0,1953.708692086371,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00171,155.5688888888889,195.6336138833144,18,1.0,0.0,0.0,Debit,1690.8056805744138,0.0,845.4028402872069,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00172,564.7846153846153,439.6884088498616,13,1.0,0.0,0.0,Debit,19102.248444545705,0.0,9551.124222272852,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00173,428.94875,214.12230339808136,8,1.0,0.0,0.0,Debit,11480.93536359905,0.0,5740.467681799525,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00174,175.06499999999997,109.96637291793921,12,1.6666666666666667,0.0,0.0,Debit,1604.2717892172698,0.0,802.1358946086349,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00175,247.93789473684208,226.61619760631376,19,1.0,0.0,0.05263157894736842,Credit,2957.1968416095146,0.02631578947368421,1478.6115786994942,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00176,427.25166666666667,307.0995612127423,18,1.0,0.0,0.0,Debit,7289.377337298268,0.0,3644.688668649134,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00177,349.89549999999997,220.88615823481751,20,1.0,0.0,0.05,Credit,3864.353445714857,0.025,1932.1892228574286,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00178,212.92461538461538,164.74624439904463,13,1.4615384615384615,0.0,0.0,Debit,2698.3483097213934,0.0,1349.1741548606967,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00179,611.6330769230769,600.2373372728575,13,1.0,0.0,0.0,Debit,28240.38317230226,0.0,14120.19158615113,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00180,108.195,1.0818733752154035,2,1.0,0.0,0.5,Debit,58.52661565240746,0.25,29.38830782620373,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00181,254.60099999999997,296.4994910038726,10,1.0,0.0,0.0,Debit,7548.905936017103,0.0,3774.4529680085516,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00182,426.24315789473684,295.64851368648755,19,1.0526315789473684,0.0,0.0,Debit,6632.534182530505,0.0,3316.2670912652525,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00183,248.647,189.64717058849632,10,1.0,0.0,0.0,Debit,4715.519530979831,0.0,2357.7597654899155,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00184,238.86636363636364,166.87190376289996,11,1.0,0.0,0.0,Debit,3623.643747388854,0.0,1811.821873694427,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00185,269.2255,324.13270184447606,20,1.0,0.0,0.05,Debit,4363.239217859538,0.025,2181.632108929769,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00186,219.8066666666667,32.77307482268538,3,1.0,0.0,0.0,Debit,2401.2459773152514,0.0,1200.6229886576257,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00187,226.096,130.9579886155183,10,1.8,0.0,0.0,Debit,2960.907443310679,0.0,1480.4537216553395,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00188,134.3875,79.88058283045595,16,1.0,0.0,0.0,Credit,670.9344471370907,0.0,335.46722356854536,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00189,302.14916666666664,196.17814373946095,12,2.6666666666666665,0.0,0.0,Debit,4939.588142458628,0.0,2469.794071229314,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00190,298.62666666666667,262.6585004335477,9,1.0,0.0,0.0,Debit,8715.202637881437,0.0,4357.601318940719,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00191,145.30428571428573,146.4071685240791,7,1.4285714285714286,0.0,0.0,Debit,3039.0837152512363,0.0,1519.5418576256181,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00192,568.1,249.97388050221033,10,1.0,0.0,0.0,Debit,14201.0147312291,0.0,7100.50736561455,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00193,261.15833333333336,187.17662721789455,6,1.0,0.0,0.0,Debit,8147.121309343112,0.0,4073.560654671556,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00194,146.72125,136.3353440640813,8,1.25,0.0,0.0,Credit,2500.4111999813613,0.0,1250.2055999906806,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00195,501.1816666666667,104.13315253398731,6,1.0,0.0,0.0,Credit,8698.269707328045,0.0,4349.134853664023,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00196,351.978125,314.6175506276099,16,1.0,0.0,0.0,Debit,6921.155540052697,0.0,3460.5777700263484,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00197,124.88444444444445,124.17069482280341,9,1.0,0.0,0.1111111111111111,Debit,1722.9985018031066,0.05555555555555555,861.5270286793311,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00198,506.4025,39.0790074720431,4,1.0,0.0,0.25,Debit,4947.425533483943,0.125,2473.7752667419713,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00199,7.140000000000001,0.0848528137423861,2,1.0,0.0,0.0,Credit,0.30292439359812157,0.0,0.15146219679906078,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00200,198.8122222222222,195.15465136068985,18,1.8333333333333333,0.0,0.0,Debit,2155.5070976952593,0.0,1077.7535488476296,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00201,207.70749999999998,140.79835233572354,12,1.0,0.0,0.0,Debit,2437.07261089164,0.0,1218.53630544582,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00202,269.2830434782609,201.63115182374662,23,1.0,0.0,0.08695652173913043,Debit,2360.6890374972495,0.043478260869565216,1180.3662578790595,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00203,549.5853333333333,369.424727397045,15,1.0,0.0,0.0,Debit,13535.35989418139,0.0,6767.679947090695,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00204,348.3253846153847,233.99555920342394,13,1.0,0.0,0.0,Debit,6269.737452929785,0.0,3134.8687264648925,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00205,241.30454545454543,361.1288192145189,11,1.0,0.0,0.09090909090909091,Credit,7922.001604463145,0.045454545454545456,3961.0235295043,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00206,223.43,205.2782371563045,5,2.8,0.0,0.0,Credit,9173.061470954328,0.0,4586.530735477164,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00207,109.776,99.25099510836151,5,1.0,0.0,0.0,Debit,2179.075011988096,0.0,1089.537505994048,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00208,588.4677777777778,374.12459975848213,9,1.0,0.0,0.0,Debit,24462.24970773609,0.0,12231.124853868045,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00209,246.87833333333336,102.45881802547044,18,1.0,0.0,0.0,Debit,1405.2700457867436,0.0,702.6350228933718,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00210,246.24181818181816,100.32716569485872,11,1.0,0.0,0.0,Debit,2245.885586167724,0.0,1122.942793083862,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00211,482.933,305.14462418298933,10,1.3,0.0,0.0,Debit,14736.439405412419,0.0,7368.219702706209,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00212,335.2325,232.10920660942588,8,1.0,0.0,0.125,Debit,9726.31748479711,0.0625,4863.189992398555,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00213,263.7555555555556,297.3014584009306,18,1.0,0.0,0.0,Debit,4356.383720646146,0.0,2178.191860323073,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00214,109.994,6.713343429320441,5,1.0,0.0,0.0,Debit,147.68546989584053,0.0,73.84273494792026,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00215,256.15749999999997,250.9831339220493,16,1.0,0.0,0.0625,Debit,4018.2005068398016,0.03125,2009.1158784199008,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00216,226.361875,188.07842967651376,16,1.5,0.0,0.0,Debit,2660.8614579856153,0.0,1330.4307289928076,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00217,269.1564285714286,427.2328746823454,14,1.0,0.0,0.0,Debit,8213.747607432659,0.0,4106.873803716329,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00218,233.31388888888887,160.66357763383888,18,1.5555555555555556,0.0,0.0,Debit,2082.50233433614,0.0,1041.25116716807,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00219,102.96391304347826,95.93828194773452,23,1.0,0.0,0.0,Debit,429.4861082835273,0.0,214.74305414176365,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00220,501.21208333333334,535.9020870658726,24,1.0,0.0,0.0,Debit,11191.691263719838,0.0,5595.845631859919,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00221,170.66,5.4521463663405045,3,1.0,0.0,0.0,Debit,310.1543295751136,0.0,155.0771647875568,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00222,398.11428571428576,369.23168877445784,7,1.0,0.0,0.0,Debit,20999.484148576943,0.0,10499.742074288471,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00223,402.355,429.20133945503943,6,1.0,0.0,0.0,Debit,28781.87935909217,0.0,14390.939679546085,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00224,205.746,55.60485752162305,5,1.4,0.0,0.0,Debit,2288.094945509782,0.0,1144.047472754891,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00225,263.2006666666667,157.39103260468116,30,1.1333333333333333,0.0,0.0,Debit,1380.8474442686568,0.0,690.4237221343284,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00227,233.23428571428573,255.73481970781572,14,2.4285714285714284,0.0,0.0,Debit,4260.4374104561875,0.0,2130.2187052280938,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00228,276.0792307692308,278.7682186411481,13,1.7692307692307692,0.0,0.0,Debit,5920.162265014973,0.0,2960.0811325074865,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00229,255.44916666666666,193.8686365210091,12,1.0,0.0,0.0,Debit,4126.964792927491,0.0,2063.4823964637453,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00230,283.726,274.86894522460864,10,1.0,0.0,0.0,Debit,7798.745855405146,0.0,3899.372927702573,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00231,259.17,253.97314109960524,7,1.0,0.0,0.0,Debit,9403.172796515986,0.0,4701.586398257993,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00232,182.95461538461538,253.3155945856007,13,1.0,0.0,0.0,Credit,3565.019508716479,0.0,1782.5097543582394,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00233,149.63933333333335,155.0473616335467,15,1.0,0.0,0.0,Debit,1546.7454855460462,0.0,773.3727427730231,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00235,178.2115,186.50286864662715,20,1.0,0.0,0.0,Debit,1661.8477156985339,0.0,830.9238578492669,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00236,348.6664705882353,303.1823419977897,17,1.0,0.0,0.0,Debit,6218.206524166948,0.0,3109.103262083474,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00237,272.18833333333333,268.6225320148342,12,1.75,0.0,0.08333333333333333,Debit,6092.992765992078,0.041666666666666664,3046.5172163293723,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00238,340.345,6.597306268470457,2,1.0,0.0,0.0,Debit,1122.679539631519,0.0,561.3397698157595,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00239,214.50166666666667,81.8577352188021,12,1.25,0.0,0.0,Debit,1463.2182642311238,0.0,731.6091321155619,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00240,879.3333333333334,458.35221231421303,3,1.0,0.0,0.0,Debit,134348.08144896108,0.0,67174.04072448054,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00241,181.54240000000001,105.02106158925139,25,1.08,0.0,0.04,Debit,762.6309923531808,0.02,381.3254961765904,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00242,105.83227272727272,121.37258241157849,22,1.0,0.0,0.0,Debit,583.8698027057162,0.0,291.9349013528581,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00243,208.15285714285716,133.44965826286776,7,2.142857142857143,0.0,0.14285714285714285,Debit,3968.274811982715,0.07142857142857142,1984.1731202770718,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00244,393.605,230.5448352106542,14,1.0,0.0,0.0,Debit,6481.68524152888,0.0,3240.84262076444,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00245,176.85833333333335,116.46830562497041,12,1.3333333333333333,0.0,0.0,Debit,1716.532391871431,0.0,858.2661959357155,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00246,91.86666666666667,103.19458947527093,12,1.3333333333333333,0.0,0.0,Debit,790.0118469263647,0.0,395.00592346318234,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00247,116.84631578947368,99.44724007178247,19,1.0,0.0,0.0,Debit,611.5812108546255,0.0,305.79060542731276,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00248,245.79533333333333,277.78021422048937,15,1.0,0.0,0.0,Credit,4551.805053061658,0.0,2275.902526530829,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00249,96.0625,94.05851047543302,8,1.0,0.0,0.0,Debit,1129.4368166386837,0.0,564.7184083193418,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00250,621.5333333333333,362.7457786200505,6,1.0,0.0,0.0,Credit,37576.425893648244,0.0,18788.212946824122,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00251,765.010909090909,269.4957824699506,11,1.0,0.0,0.0,Debit,18742.47225463914,0.0,9371.23612731957,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00252,691.8679999999999,499.1639068181913,5,1.0,0.0,0.0,Debit,69071.09296227909,0.0,34535.54648113954,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00253,547.053125,312.90667364181184,16,1.0,0.0,0.0,Debit,10698.535184410819,0.0,5349.2675922054095,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00254,219.57473684210527,187.80933737195699,19,1.1578947368421053,0.0,0.0,Debit,2170.4307189214155,0.0,1085.2153594607078,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00255,321.42,195.24965772057067,11,1.0,0.0,0.0,Debit,5705.194479941032,0.0,2852.597239970516,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00256,442.18600000000004,198.3269011954197,10,1.0,0.0,0.0,Debit,8769.737036226083,0.0,4384.868518113041,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00257,381.9246428571428,313.63002283868434,28,1.0,0.0,0.07142857142857142,Debit,4277.965363713453,0.03571428571428571,2139.000538999584,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00258,246.73049999999998,212.65116697428755,20,1.0,0.0,0.05,Debit,2623.376306488657,0.025,1311.7006532443286,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00259,204.09,169.0317943465075,3,1.0,0.0,0.0,Debit,11499.229136316526,0.0,5749.614568158263,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00260,126.57555555555557,70.9899378628956,9,1.6666666666666667,0.0,0.0,Debit,998.3988694946123,0.0,499.19943474730616,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00261,118.60879999999999,180.43534419841365,25,1.24,0.0,0.0,Debit,856.0487518764819,0.0,428.02437593824095,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00262,425.500625,290.2151303307887,16,1.5,0.0,0.0625,Credit,7717.9194763929745,0.03125,3858.9753631964873,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00263,240.2292857142857,212.3397174871613,14,1.0,0.0,0.0,Debit,3643.586786937657,0.0,1821.7933934688285,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00264,463.62,272.56485894798203,13,1.6923076923076923,0.0,0.07692307692307693,Debit,9720.500783458665,0.038461538461538464,4860.269622498563,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00265,473.58238095238096,463.36394693485556,21,1.0,0.0,0.0,Debit,10449.570989872886,0.0,5224.785494936443,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00266,180.121,205.54928613892636,10,1.0,0.0,0.1,Debit,3702.3739266255634,0.05,1851.2119633127818,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00267,184.64,194.56149484654736,27,1.0,0.0,0.037037037037037035,Debit,1330.5123362205245,0.018518518518518517,665.2654273695215,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00268,422.31888888888886,600.5214466079551,9,1.0,0.0,0.0,Debit,28179.057989595756,0.0,14089.528994797878,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00269,163.075,28.674884577894215,10,1.0,0.0,0.0,Debit,467.61563349244653,0.0,233.80781674622327,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00270,375.22333333333336,145.94907136851995,3,1.0,0.0,0.0,Debit,18254.49293376923,0.0,9127.246466884615,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00271,126.18071428571429,113.49380474208785,14,1.0,0.0,0.07142857142857142,Credit,1022.9091661750618,0.03571428571428571,511.4724402303881,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00272,297.42315789473685,206.63131528434977,19,1.631578947368421,0.0,0.0,Debit,3234.5755303809883,0.0,1617.2877651904942,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00273,597.675,650.0059805109488,4,1.0,0.0,0.0,Debit,97123.05681970612,0.0,48561.52840985306,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00274,255.61785714285716,291.4675042496444,14,1.0,0.0,0.0,Debit,5321.735252952533,0.0,2660.8676264762667,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00275,222.9141666666667,167.78103691150991,24,1.0,0.0,0.041666666666666664,Debit,1558.36535280138,0.020833333333333332,779.1930930673566,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00276,268.6554545454546,245.0538283873009,11,1.0,0.0,0.18181818181818182,Debit,5985.003788044578,0.09090909090909091,2992.5473485677435,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00277,577.7800000000001,212.04450659000813,9,1.0,0.0,0.0,Debit,13612.784600532257,0.0,6806.392300266129,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00278,251.43500000000003,117.51827649348846,6,1.0,0.0,0.0,Debit,4924.700487573298,0.0,2462.350243786649,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00279,278.9822222222222,354.4785608476958,18,1.5,0.0,0.05555555555555555,Debit,5494.067285631006,0.027777777777777776,2747.0475317043915,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00280,276.42333333333335,230.3414231224176,12,1.0,0.0,0.08333333333333333,Debit,5305.978223188684,0.041666666666666664,2653.0099449276754,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00281,276.146,231.8595123584778,10,1.0,0.0,0.0,Debit,6402.707049703717,0.0,3201.3535248518583,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00282,246.7938888888889,282.51430602275053,18,1.2222222222222223,0.0,0.0,Debit,3873.488909811741,0.0,1936.7444549058705,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00283,75.905,2.1329556957424147,4,1.0,0.0,0.0,Debit,40.47549040245939,0.0,20.237745201229696,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00284,396.5969230769231,290.24843831130914,26,1.0,0.0,0.0,Debit,4427.370505183724,0.0,2213.685252591862,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00285,403.7835294117647,348.8937466647471,17,1.0,0.0,0.0,Debit,8286.914125357149,0.0,4143.457062678574,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00286,80.86454545454545,86.00911060621848,11,1.0,0.0,0.0,Debit,632.280636530995,0.0,316.1403182654975,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
